Date,City,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2016-11-07,Houston,10.8,19,12.3,Clear
2016-11-07,Phoenix,20.6,92,25.5,Foggy
2016-11-07,Philadelphia,38.5,16,5.7,Foggy
2016-11-07,San Antonio,29.4,59,8.9,Rainy
2016-11-07,San Diego,31.9,11,14.9,Foggy
2016-11-07,Dallas,27.0,49,19.3,Thunderstorm
2016-11-07,San Jose,10.1,83,28.8,Thunderstorm
2016-11-08,New York,29.9,34,9.7,Snowy
2016-11-08,Los Angeles,33.7,44,1.6,Clear
2016-11-08,Chicago,3.0,13,15.4,Clear
2016-11-08,Houston,15.8,80,25.1,Cloudy
2016-11-08,Phoenix,20.9,31,5.5,Rainy
2016-11-08,Philadelphia,35.3,77,9.1,Cloudy
2016-11-08,San Antonio,37.1,98,8.5,Clear
2016-11-08,San Diego,-5.0,28,27.5,Cloudy
2016-11-08,Dallas,30.3,33,25.2,Thunderstorm
2016-11-08,San Jose,22.6,89,23.0,Foggy
2016-11-09,New York,-7.6,28,24.1,Foggy
2016-11-09,Los Angeles,-1.7,37,1.6,Cloudy
2016-11-09,Chicago,25.4,91,18.9,Clear
2016-11-09,Houston,39.6,83,28.0,Foggy
2016-11-09,Phoenix,39.6,62,28.4,Clear
2016-11-09,Philadelphia,35.5,35,12.2,Thunderstorm
2016-11-09,San Antonio,38.7,76,1.2,Snowy
2016-11-09,San Diego,10.2,19,10.3,Foggy
2016-11-09,Dallas,-2.7,15,6.1,Clear
2016-11-09,San Jose,22.2,11,5.2,Rainy
2016-11-10,New York,-7.4,97,10.1,Clear
2016-11-10,Los Angeles,2.0,30,3.2,Foggy
2016-11-10,Chicago,-5.9,83,25.4,Cloudy
2016-11-10,Houston,-4.0,63,17.8,Foggy
2016-11-10,Phoenix,24.9,39,29.2,Thunderstorm
2016-11-10,Philadelphia,6.2,80,2.5,Rainy
2016-11-10,San Antonio,1.3,51,22.9,Clear
2016-11-10,San Diego,33.7,66,7.1,Rainy
2016-11-10,Dallas,3.9,87,22.7,Thunderstorm
2016-11-10,San Jose,9.0,100,24.1,Clear
2016-11-11,New York,-7.0,55,4.6,Cloudy
2016-11-11,Los Angeles,30.5,66,22.3,Foggy
2016-11-11,Chicago,-0.3,59,9.5,Cloudy
2016-11-11,Houston,26.1,16,4.3,Rainy
2016-11-11,Phoenix,30.5,83,27.6,Thunderstorm
2016-11-11,Philadelphia,37.2,72,18.7,Rainy
2016-11-11,San Antonio,-7.5,27,12.8,Foggy
2016-11-11,San Diego,22.1,13,27.2,Thunderstorm
2016-11-11,Dallas,-4.9,95,3.7,Thunderstorm
2016-11-11,San Jose,-3.3,69,23.6,Rainy
2016-11-12,New York,15.1,91,25.6,Clear
2016-11-12,Los Angeles,6.4,65,11.1,Thunderstorm
2016-11-12,Chicago,6.5,13,18.2,Foggy
2016-11-12,Houston,32.5,85,16.6,Snowy
2016-11-12,Phoenix,3.1,99,1.0,Clear
2016-11-12,Philadelphia,37.1,29,11.6,Clear
2016-11-12,San Antonio,6.9,98,20.2,Clear
2016-11-12,San Diego,35.6,64,24.8,Snowy
2016-11-12,Dallas,1.6,40,26.1,Clear
2016-11-12,San Jose,27.4,17,14.3,Snowy
2016-11-13,New York,-3.6,71,18.7,Thunderstorm
2016-11-13,Los Angeles,20.3,68,8.9,Foggy
2016-11-13,Chicago,-8.9,77,4.5,Cloudy
2016-11-13,Houston,-9.3,68,7.0,Rainy
2016-11-13,Phoenix,21.8,48,25.0,Cloudy
2016-11-13,Philadelphia,3.1,83,6.2,Snowy
2016-11-13,San Antonio,21.6,61,13.8,Cloudy
2016-11-13,San Diego,16.3,60,11.8,Rainy
2016-11-13,Dallas,11.7,45,13.4,Rainy
2016-11-13,San Jose,32.4,76,12.9,Clear
2016-11-14,New York,-1.8,83,3.7,Snowy
2016-11-14,Los Angeles,6.1,12,19.2,Rainy
2016-11-14,Chicago,20.0,66,2.1,Cloudy
2016-11-14,Houston,28.7,62,27.3,Clear
2016-11-14,Phoenix,-0.8,63,14.9,Thunderstorm
2016-11-14,Philadelphia,36.0,56,19.1,Clear
2016-11-14,San Antonio,37.5,87,27.9,Clear
2016-11-14,San Diego,36.6,49,20.9,Clear
2016-11-14,Dallas,6.6,27,17.2,Clear
2016-11-14,San Jose,25.8,61,9.8,Foggy
2016-11-15,New York,39.6,82,12.9,Thunderstorm
2016-11-15,Los Angeles,27.7,25,17.2,Cloudy
2016-11-15,Chicago,38.7,39,13.0,Cloudy
2016-11-15,Houston,27.8,42,7.7,Rainy
2016-11-15,Phoenix,-5.5,44,22.0,Clear
2016-11-15,Philadelphia,11.3,62,24.1,Clear
2016-11-15,San Antonio,4.5,10,2.8,Rainy
2016-11-15,San Diego,13.6,95,5.4,Cloudy
2016-11-15,Dallas,16.0,37,1.8,Cloudy
2016-11-15,San Jose,1.9,37,2.2,Clear
2016-11-16,New York,25.6,57,24.4,Snowy
2016-11-16,Los Angeles,34.3,94,8.2,Foggy
2016-11-16,Chicago,39.5,12,13.6,Rainy
2016-11-16,Houston,12.9,59,23.7,Clear
2016-11-16,Phoenix,39.8,35,10.7,Cloudy
2016-11-16,Philadelphia,21.7,53,2.4,Snowy
2016-11-16,San Antonio,-4.5,56,29.0,Clear
2016-11-16,San Diego,2.1,36,6.1,Rainy
2016-11-16,Dallas,0.2,73,18.2,Snowy
2016-11-16,San Jose,-5.2,71,26.3,Rainy
2016-11-17,New York,5.3,46,29.3,Snowy
2016-11-17,Los Angeles,22.6,93,9.3,Snowy
2016-11-17,Chicago,36.8,76,24.3,Snowy
2016-11-17,Houston,9.0,72,11.1,Foggy
2016-11-17,Phoenix,6.9,12,6.1,Rainy
2016-11-17,Philadelphia,-9.5,77,16.8,Cloudy
2016-11-17,San Antonio,-1.4,41,20.4,Snowy
2016-11-17,San Diego,26.1,38,25.6,Cloudy
2016-11-17,Dallas,22.1,71,27.0,Foggy
2016-11-17,San Jose,16.2,28,23.7,Thunderstorm
2016-11-18,New York,23.4,72,2.7,Thunderstorm
2016-11-18,Los Angeles,35.2,57,2.7,Cloudy
2016-11-18,Chicago,27.6,18,5.9,Cloudy
2016-11-18,Houston,29.2,35,0.3,Thunderstorm
2016-11-18,Phoenix,2.8,85,11.5,Thunderstorm
2016-11-18,Philadelphia,-8.5,49,10.9,Thunderstorm
2016-11-18,San Antonio,14.2,71,17.3,Clear
2016-11-18,San Diego,-8.0,50,5.3,Thunderstorm
2016-11-18,Dallas,-2.0,12,22.1,Snowy
2016-11-18,San Jose,-7.6,73,15.0,Foggy
2016-11-19,New York,-5.5,35,19.7,Foggy
2016-11-19,Los Angeles,6.6,97,27.3,Thunderstorm
2016-11-19,Chicago,31.1,72,22.2,Foggy
2016-11-19,Houston,33.7,54,28.3,Clear
2016-11-19,Phoenix,15.9,28,11.9,Snowy
2016-11-19,Philadelphia,21.1,88,14.5,Thunderstorm
2016-11-19,San Antonio,7.5,83,24.5,Snowy
2016-11-19,San Diego,-2.9,30,28.0,Clear
2016-11-19,Dallas,-9.1,71,23.3,Thunderstorm
2016-11-19,San Jose,8.8,55,2.5,Thunderstorm
2016-11-20,New York,20.4,49,5.6,Cloudy
2016-11-20,Los Angeles,15.2,37,18.0,Foggy
2016-11-20,Chicago,20.2,95,28.8,Foggy
2016-11-20,Houston,-3.5,27,27.4,Rainy
2016-11-20,Phoenix,8.3,34,1.1,Rainy
2016-11-20,Philadelphia,33.0,57,17.1,Snowy
2016-11-20,San Antonio,-3.7,28,7.8,Cloudy
2016-11-20,San Diego,27.1,27,8.1,Cloudy
2016-11-20,Dallas,-1.5,46,8.9,Snowy
2016-11-20,San Jose,-8.2,92,7.1,Rainy
2016-11-21,New York,35.1,79,27.6,Rainy
2016-11-21,Los Angeles,30.1,26,16.6,Snowy
2016-11-21,Chicago,26.4,43,29.3,Rainy
2016-11-21,Houston,-4.4,95,26.9,Foggy
2016-11-21,Phoenix,39.8,50,25.1,Thunderstorm
2016-11-21,Philadelphia,33.9,74,22.6,Clear
2016-11-21,San Antonio,27.9,32,4.3,Cloudy
2016-11-21,San Diego,34.4,11,18.7,Rainy
2016-11-21,Dallas,36.7,92,23.9,Foggy
2016-11-21,San Jose,9.2,70,24.4,Cloudy
2016-11-22,New York,30.7,64,8.1,Thunderstorm
2016-11-22,Los Angeles,39.3,42,22.4,Rainy
2016-11-22,Chicago,15.6,88,17.5,Cloudy
2016-11-22,Houston,33.3,36,29.9,Rainy
2016-11-22,Phoenix,-8.0,78,17.9,Cloudy
2016-11-22,Philadelphia,-7.8,68,12.9,Snowy
2016-11-22,San Antonio,7.8,63,2.5,Foggy
2016-11-22,San Diego,28.0,95,28.2,Rainy
2016-11-22,Dallas,1.1,13,6.5,Thunderstorm
2016-11-22,San Jose,37.5,70,13.3,Thunderstorm
2016-11-23,New York,2.3,67,25.0,Thunderstorm
2016-11-23,Los Angeles,25.1,48,27.9,Rainy
2016-11-23,Chicago,-6.8,98,22.3,Rainy
2016-11-23,Houston,-2.4,14,11.7,Clear
2016-11-23,Phoenix,37.1,44,14.5,Cloudy
2016-11-23,Philadelphia,22.8,45,1.6,Thunderstorm
2016-11-23,San Antonio,31.3,23,29.4,Cloudy
2016-11-23,San Diego,39.9,43,4.8,Foggy
2016-11-23,Dallas,5.1,69,17.0,Rainy
2016-11-23,San Jose,23.1,57,6.2,Cloudy
2016-11-24,New York,23.7,88,15.7,Foggy
2016-11-24,Los Angeles,27.4,39,11.0,Clear
2016-11-24,Chicago,4.0,72,6.5,Foggy
2016-11-24,Houston,27.4,51,0.4,Clear
2016-11-24,Phoenix,19.0,62,7.1,Cloudy
2016-11-24,Philadelphia,29.6,30,3.3,Thunderstorm
2016-11-24,San Antonio,27.8,91,5.0,Clear
2016-11-24,San Diego,-5.5,76,1.4,Foggy
2016-11-24,Dallas,16.7,30,0.9,Clear
2016-11-24,San Jose,22.5,72,7.6,Rainy
2016-11-25,New York,15.4,22,17.7,Clear
2016-11-25,Los Angeles,22.6,61,15.9,Snowy
2016-11-25,Chicago,17.3,59,20.8,Thunderstorm
2016-11-25,Houston,23.4,54,4.4,Clear
2016-11-25,Phoenix,32.2,43,28.0,Rainy
2016-11-25,Philadelphia,27.1,78,5.8,Foggy
2016-11-25,San Antonio,-8.5,66,1.6,Clear
2016-11-25,San Diego,2.4,95,2.6,Cloudy
2016-11-25,Dallas,-8.8,46,9.4,Thunderstorm
2016-11-25,San Jose,24.9,45,11.7,Clear
2016-11-26,New York,36.8,17,21.7,Foggy
2016-11-26,Los Angeles,28.1,33,23.5,Rainy
2016-11-26,Chicago,4.6,13,4.0,Rainy
2016-11-26,Houston,28.8,23,3.6,Clear
2016-11-26,Phoenix,-6.1,14,27.2,Rainy
2016-11-26,Philadelphia,18.7,14,3.7,Cloudy
2016-11-26,San Antonio,27.7,98,10.6,Snowy
2016-11-26,San Diego,-2.2,56,25.8,Thunderstorm
2016-11-26,Dallas,6.4,13,4.9,Rainy
2016-11-26,San Jose,31.9,99,11.8,Cloudy
2016-11-27,New York,13.7,91,22.8,Rainy
2016-11-27,Los Angeles,-9.8,24,7.7,Rainy
2016-11-27,Chicago,22.2,66,18.3,Cloudy
2016-11-27,Houston,25.0,80,2.3,Rainy
2016-11-27,Phoenix,22.1,70,23.0,Thunderstorm
2016-11-27,Philadelphia,16.2,47,28.2,Cloudy
2016-11-27,San Antonio,6.1,58,5.4,Rainy
2016-11-27,San Diego,13.8,99,13.1,Snowy
2016-11-27,Dallas,-7.0,61,7.8,Clear
2016-11-27,San Jose,15.5,14,26.8,Clear
2016-11-28,New York,-2.6,97,8.6,Foggy
2016-11-28,Los Angeles,-3.6,100,26.3,Clear
2016-11-28,Chicago,21.5,45,29.5,Foggy
2016-11-28,Houston,-3.3,94,18.4,Rainy
2016-11-28,Phoenix,-6.3,89,26.2,Rainy
2016-11-28,Philadelphia,-8.9,77,10.1,Cloudy
2016-11-28,San Antonio,0.9,80,9.0,Clear
2016-11-28,San Diego,14.6,12,2.6,Thunderstorm
2016-11-28,Dallas,20.4,64,5.6,Foggy
2016-11-28,San Jose,13.6,36,27.5,Cloudy
2016-12-01,New York,9.4,87,27.5,Thunderstorm
2016-12-01,Los Angeles,11.7,72,8.4,Clear
2016-12-01,Chicago,17.1,44,21.9,Cloudy
2016-12-01,Houston,24.7,63,3.7,Snowy
2016-12-01,Phoenix,-9.5,13,8.5,Thunderstorm
2016-12-01,Philadelphia,33.5,72,18.0,Clear
2016-12-01,San Antonio,35.2,35,20.4,Foggy
2016-12-01,San Diego,9.5,85,10.1,Clear
2016-12-01,Dallas,33.2,26,28.1,Clear
2016-12-01,San Jose,-3.8,20,3.2,Clear
2016-12-02,New York,18.1,47,18.3,Rainy
2016-12-02,Los Angeles,30.6,48,14.0,Snowy
2016-12-02,Chicago,5.6,89,26.7,Rainy
2016-12-02,Houston,12.2,62,27.8,Cloudy
2016-12-02,Phoenix,16.0,73,1.3,Rainy
2016-12-02,Philadelphia,-4.0,78,26.2,Clear
2016-12-02,San Antonio,16.3,49,4.1,Snowy
2016-12-02,San Diego,-2.5,73,11.1,Clear
2016-12-02,Dallas,17.4,64,9.5,Cloudy
2016-12-02,San Jose,24.8,85,4.6,Thunderstorm
2016-12-03,New York,15.5,61,4.0,Clear
2016-12-03,Los Angeles,2.2,68,5.9,Rainy
2016-12-03,Chicago,28.8,81,9.1,Snowy
2016-12-03,Houston,18.0,85,9.1,Thunderstorm
2016-12-03,Phoenix,21.0,76,14.4,Snowy
2016-12-03,Philadelphia,-3.2,37,22.1,Cloudy
2016-12-03,San Antonio,13.4,37,24.0,Clear
2016-12-03,San Diego,17.1,55,27.5,Rainy
2016-12-03,Dallas,32.8,32,16.7,Thunderstorm
2016-12-03,San Jose,-6.6,81,12.8,Clear
2016-12-04,New York,21.0,97,16.3,Cloudy
2016-12-04,Los Angeles,-4.4,19,24.9,Thunderstorm
2016-12-04,Chicago,4.3,72,4.0,Foggy
2016-12-04,Houston,31.7,19,24.9,Snowy
2016-12-04,Phoenix,-7.3,66,16.7,Cloudy
2016-12-04,Philadelphia,32.6,61,17.4,Cloudy
2016-12-04,San Antonio,27.9,45,2.4,Thunderstorm
2016-12-04,San Diego,-0.4,92,14.9,Thunderstorm
2016-12-04,Dallas,37.6,93,7.6,Foggy
2016-12-04,San Jose,3.7,100,4.2,Clear
2016-12-05,New York,29.4,98,11.9,Thunderstorm
2016-12-05,Los Angeles,8.4,94,22.1,Rainy
2016-12-05,Chicago,0.9,80,5.1,Thunderstorm
2016-12-05,Houston,23.5,57,3.7,Clear
2016-12-05,Phoenix,-0.8,27,20.5,Snowy
2016-12-05,Philadelphia,0.2,10,17.0,Rainy
2016-12-05,San Antonio,13.5,49,16.1,Snowy
2016-12-05,San Diego,3.0,32,3.0,Clear
2016-12-05,Dallas,1.1,28,8.2,Cloudy
2016-12-05,San Jose,5.2,53,5.1,Clear
2016-12-06,New York,11.4,52,4.1,Cloudy
2016-12-06,Los Angeles,29.7,13,13.6,Cloudy
2016-12-06,Chicago,23.2,41,29.9,Rainy
2016-12-06,Houston,31.0,61,0.8,Cloudy
2016-12-06,Phoenix,38.5,69,17.0,Rainy
2016-12-06,Philadelphia,12.1,43,18.7,Foggy
2016-12-06,San Antonio,22.4,31,11.6,Clear
2016-12-06,San Diego,-2.3,72,6.6,Thunderstorm
2016-12-06,Dallas,33.6,66,23.2,Snowy
2016-12-06,San Jose,24.0,19,4.3,Thunderstorm
2016-12-07,New York,4.5,29,2.0,Thunderstorm
2016-12-07,Los Angeles,28.9,81,10.8,Snowy
2016-12-07,Chicago,18.8,68,1.2,Rainy
2016-12-07,Houston,20.2,85,1.6,Clear
2016-12-07,Phoenix,6.1,42,14.9,Rainy
2016-12-07,Philadelphia,-5.6,74,17.2,Rainy
2016-12-07,San Antonio,13.6,30,17.2,Rainy
2016-12-07,San Diego,5.5,79,2.4,Thunderstorm
2016-12-07,Dallas,18.2,70,29.6,Thunderstorm
2016-12-07,San Jose,-4.4,50,5.5,Clear
2016-12-08,New York,-3.2,52,7.3,Snowy
2016-12-08,Los Angeles,-4.6,77,21.7,Thunderstorm
2016-12-08,Chicago,-7.2,69,15.8,Snowy
2016-12-08,Houston,18.6,42,23.2,Clear
2016-12-08,Phoenix,21.5,49,10.8,Snowy
2016-12-08,Philadelphia,28.9,54,0.1,Snowy
2016-12-08,San Antonio,32.7,82,15.5,Foggy
2016-12-08,San Diego,-9.9,68,4.3,Cloudy
2016-12-08,Dallas,32.5,44,28.0,Rainy
2016-12-08,San Jose,9.4,97,7.6,Clear
2016-12-09,New York,19.6,26,22.3,Foggy
2016-12-09,Los Angeles,32.0,45,7.2,Rainy
2016-12-09,Chicago,4.8,77,7.7,Cloudy
2016-12-09,Houston,0.8,83,0.3,Thunderstorm
2016-12-09,Phoenix,19.9,34,8.5,Thunderstorm
2016-12-09,Philadelphia,26.8,85,27.9,Cloudy
2016-12-09,San Antonio,5.1,80,11.0,Cloudy
2016-12-09,San Diego,17.1,42,2.1,Snowy
2016-12-09,Dallas,1.2,10,1.2,Foggy
2016-12-09,San Jose,1.3,27,28.3,Foggy
2016-12-10,New York,-8.7,21,23.0,Clear
2016-12-10,Los Angeles,-4.1,17,0.9,Cloudy
2016-12-10,Chicago,21.9,94,10.4,Snowy
2016-12-10,Houston,25.6,72,16.9,Cloudy
2016-12-10,Phoenix,-6.2,45,19.0,Foggy
2016-12-10,Philadelphia,30.7,47,6.4,Clear
2016-12-10,San Antonio,39.3,75,17.0,Snowy
2016-12-10,San Diego,7.5,92,27.8,Rainy
2016-12-10,Dallas,23.6,27,13.5,Cloudy
2016-12-10,San Jose,8.1,44,26.7,Foggy
2016-12-11,New York,39.7,50,12.5,Rainy
2016-12-11,Los Angeles,-3.2,30,13.0,Foggy
2016-12-11,Chicago,6.0,72,25.0,Snowy
2016-12-11,Houston,13.9,69,28.1,Rainy
2016-12-11,Phoenix,9.6,61,4.9,Thunderstorm
2016-12-11,Philadelphia,1.1,77,27.7,Cloudy
2016-12-11,San Antonio,38.3,30,8.8,Clear
2016-12-11,San Diego,-5.6,29,0.7,Foggy
2016-12-11,Dallas,-5.7,12,8.3,Foggy
2016-12-11,San Jose,-8.2,58,26.5,Foggy
2016-12-12,New York,19.0,90,27.1,Rainy
2016-12-12,Los Angeles,38.1,16,3.9,Thunderstorm
2016-12-12,Chicago,-7.4,77,17.4,Rainy
2016-12-12,Houston,36.1,81,22.4,Foggy
2016-12-12,Phoenix,-4.6,68,7.8,Rainy
2016-12-12,Philadelphia,35.8,27,13.1,Rainy
2016-12-12,San Antonio,12.9,34,6.4,Snowy
2016-12-12,San Diego,36.7,78,22.2,Foggy
2016-12-12,Dallas,26.0,81,14.8,Clear
2016-12-12,San Jose,1.9,70,4.9,Clear
2016-12-13,New York,2.4,63,26.7,Rainy
2016-12-13,Los Angeles,-2.9,29,16.7,Clear
2016-12-13,Chicago,1.2,60,29.4,Rainy
2016-12-13,Houston,37.0,77,3.7,Rainy
2016-12-13,Phoenix,0.7,94,8.1,Foggy
2016-12-13,Philadelphia,4.1,35,0.4,Rainy
2016-12-13,San Antonio,29.3,65,7.7,Thunderstorm
2016-12-13,San Diego,-9.8,100,28.7,Clear
2016-12-13,Dallas,-0.5,72,12.9,Clear
2016-12-13,San Jose,26.4,69,26.1,Rainy
2016-12-14,New York,-3.7,39,7.0,Cloudy
2016-12-14,Los Angeles,4.2,76,19.7,Thunderstorm
2016-12-14,Chicago,-6.6,75,12.7,Snowy
2016-12-14,Houston,-9.3,94,10.7,Cloudy
2016-12-14,Phoenix,31.9,12,28.3,Thunderstorm
2016-12-14,Philadelphia,-4.2,84,22.9,Snowy
2016-12-14,San Antonio,0.7,73,7.9,Snowy
2016-12-14,San Diego,15.2,19,7.9,Snowy
2016-12-14,Dallas,9.5,79,3.0,Snowy
2016-12-14,San Jose,9.2,83,28.9,Thunderstorm
2016-12-15,New York,38.9,11,6.3,Snowy
2016-12-15,Los Angeles,7.1,83,10.6,Snowy
2016-12-15,Chicago,33.6,11,5.6,Rainy
2016-12-15,Houston,7.5,67,13.2,Cloudy
2016-12-15,Phoenix,22.8,68,15.8,Snowy
2016-12-15,Philadelphia,40.0,57,0.0,Clear
2016-12-15,San Antonio,-6.5,95,12.0,Thunderstorm
2016-12-15,San Diego,-0.4,40,23.3,Snowy
2016-12-15,Dallas,37.4,40,6.4,Cloudy
2016-12-15,San Jose,32.6,87,10.7,Cloudy
2016-12-16,New York,-3.8,90,9.2,Rainy
2016-12-16,Los Angeles,4.8,80,0.3,Snowy
2016-12-16,Chicago,25.3,17,7.4,Rainy
2016-12-16,Houston,-0.7,19,11.5,Rainy
2016-12-16,Phoenix,16.3,81,17.7,Thunderstorm
2016-12-16,Philadelphia,31.0,29,13.3,Thunderstorm
2016-12-16,San Antonio,-2.8,57,18.7,Cloudy
2016-12-16,San Diego,14.1,64,21.1,Rainy
2016-12-16,Dallas,-6.6,75,7.7,Rainy
2016-12-16,San Jose,4.3,81,24.7,Clear
2016-12-17,New York,18.3,45,0.1,Rainy
2016-12-17,Los Angeles,25.7,78,20.9,Clear
2016-12-17,Chicago,5.9,33,7.5,Clear
2016-12-17,Houston,2.7,99,2.7,Clear
2016-12-17,Phoenix,-0.9,82,28.2,Clear
2016-12-17,Philadelphia,1.8,26,4.1,Snowy
2016-12-17,San Antonio,13.0,29,14.9,Cloudy
2016-12-17,San Diego,24.8,62,28.2,Snowy
2016-12-17,Dallas,3.8,91,7.9,Foggy
2016-12-17,San Jose,-3.1,25,18.9,Cloudy
2016-12-18,New York,-4.1,22,28.9,Snowy
2016-12-18,Los Angeles,34.6,28,18.0,Rainy
2016-12-18,Chicago,-4.9,37,10.3,Foggy
2016-12-18,Houston,-3.8,65,3.1,Thunderstorm
2016-12-18,Phoenix,13.8,93,13.2,Thunderstorm
2016-12-18,Philadelphia,25.5,38,0.6,Snowy
2016-12-18,San Antonio,24.4,34,2.6,Cloudy
2016-12-18,San Diego,34.1,10,22.5,Rainy
2016-12-18,Dallas,17.0,88,5.9,Snowy
2016-12-18,San Jose,22.1,52,2.1,Clear
2016-12-19,New York,35.2,81,12.0,Rainy
2016-12-19,Los Angeles,4.5,21,29.5,Cloudy
2016-12-19,Chicago,23.1,55,23.1,Rainy
2016-12-19,Houston,24.9,12,6.3,Thunderstorm
2016-12-19,Phoenix,-7.8,72,5.9,Thunderstorm
2016-12-19,Philadelphia,-5.4,34,3.6,Snowy
2016-12-19,San Antonio,4.2,10,6.6,Snowy
2016-12-19,San Diego,-4.0,54,1.8,Clear
2016-12-19,Dallas,20.2,46,22.0,Rainy
2016-12-19,San Jose,2.9,36,13.6,Clear
2016-12-20,New York,21.2,65,14.1,Cloudy
2016-12-20,Los Angeles,4.5,42,9.7,Rainy
2016-12-20,Chicago,10.4,10,18.8,Clear
2016-12-20,Houston,25.7,32,27.1,Thunderstorm
2016-12-20,Phoenix,-1.3,39,3.2,Snowy
2016-12-20,Philadelphia,25.5,83,22.4,Thunderstorm
2016-12-20,San Antonio,38.2,56,11.9,Thunderstorm
2016-12-20,San Diego,5.8,95,11.7,Thunderstorm
2016-12-20,Dallas,-7.0,10,22.8,Snowy
2016-12-20,San Jose,-8.5,13,26.7,Thunderstorm
2016-12-21,New York,8.5,49,23.3,Thunderstorm
2016-12-21,Los Angeles,30.8,67,29.8,Rainy
2016-12-21,Chicago,26.9,12,1.1,Cloudy
2016-12-21,Houston,-0.7,49,20.8,Cloudy
2016-12-21,Phoenix,21.4,83,20.1,Cloudy
2016-12-21,Philadelphia,-2.6,59,28.9,Cloudy
2016-12-21,San Antonio,7.2,14,9.8,Foggy
2016-12-21,San Diego,31.7,20,4.9,Thunderstorm
2016-12-21,Dallas,-6.9,19,24.2,Rainy
2016-12-21,San Jose,15.4,97,23.9,Foggy
2016-12-22,New York,0.9,65,4.2,Foggy
2016-12-22,Los Angeles,21.4,30,21.8,Cloudy
2016-12-22,Chicago,-6.4,46,11.1,Foggy
2016-12-22,Houston,-9.7,78,16.4,Snowy
2016-12-22,Phoenix,28.8,37,18.3,Snowy
2016-12-22,Philadelphia,13.1,81,13.7,Foggy
2016-12-22,San Antonio,33.8,64,28.0,Cloudy
2016-12-22,San Diego,-5.2,82,28.7,Rainy
2016-12-22,Dallas,24.7,26,19.6,Snowy
2016-12-22,San Jose,9.5,75,19.8,Cloudy
2016-12-23,New York,39.2,43,24.4,Cloudy
2016-12-23,Los Angeles,6.8,57,11.6,Cloudy
2016-12-23,Chicago,23.4,18,14.4,Foggy
2016-12-23,Houston,12.1,33,18.4,Snowy
2016-12-23,Phoenix,17.2,23,9.6,Rainy
2016-12-23,Philadelphia,-6.8,85,2.4,Rainy
2016-12-23,San Antonio,0.2,35,5.2,Clear
2016-12-23,San Diego,35.3,55,23.7,Thunderstorm
2016-12-23,Dallas,18.0,47,27.7,Thunderstorm
2016-12-23,San Jose,13.2,54,6.4,Thunderstorm
2016-12-24,New York,25.0,10,23.4,Thunderstorm
2016-12-24,Los Angeles,7.0,86,16.7,Foggy
2016-12-24,Chicago,-9.8,67,9.4,Thunderstorm
2016-12-24,Houston,38.3,79,21.3,Thunderstorm
2016-12-24,Phoenix,21.3,11,23.7,Clear
2016-12-24,Philadelphia,1.0,70,0.4,Snowy
2016-12-24,San Antonio,-9.5,77,19.1,Thunderstorm
2016-12-24,San Diego,21.9,28,0.1,Clear
2016-12-24,Dallas,-9.8,68,18.4,Rainy
2016-12-24,San Jose,-2.8,63,26.9,Rainy
2016-12-25,New York,15.0,27,16.8,Foggy
2016-12-25,Los Angeles,-6.7,98,15.7,Rainy
2016-12-25,Chicago,25.1,77,2.9,Rainy
2016-12-25,Houston,2.6,36,13.7,Snowy
2016-12-25,Phoenix,18.8,61,5.3,Clear
2016-12-25,Philadelphia,14.0,70,23.1,Foggy
2016-12-25,San Antonio,-8.9,94,5.6,Clear
2016-12-25,San Diego,12.0,22,16.7,Rainy
2016-12-25,Dallas,37.2,85,12.3,Snowy
2016-12-25,San Jose,38.8,14,2.6,Rainy
2016-12-26,New York,13.5,50,12.8,Thunderstorm
2016-12-26,Los Angeles,35.7,97,4.5,Rainy
2016-12-26,Chicago,34.9,52,28.9,Foggy
2016-12-26,Houston,-3.5,28,10.7,Snowy
2016-12-26,Phoenix,32.6,49,6.4,Snowy
2016-12-26,Philadelphia,27.9,41,16.0,Cloudy
2016-12-26,San Antonio,-6.4,45,1.9,Foggy
2016-12-26,San Diego,30.8,34,27.7,Foggy
2016-12-26,Dallas,24.0,45,10.7,Foggy
2016-12-26,San Jose,38.9,82,21.8,Clear
2016-12-27,New York,15.5,64,18.8,Thunderstorm
2016-12-27,Los Angeles,20.9,24,8.8,Clear
2016-12-27,Chicago,-0.2,43,27.9,Foggy
2016-12-27,Houston,9.7,38,2.1,Clear
2016-12-27,Phoenix,-9.0,57,29.2,Snowy
2016-12-27,Philadelphia,31.6,64,20.8,Snowy
2016-12-27,San Antonio,-8.6,48,17.4,Cloudy
2016-12-27,San Diego,3.3,39,17.7,Rainy
2016-12-27,Dallas,39.3,86,11.9,Snowy
2016-12-27,San Jose,19.8,49,2.9,Clear
2016-12-28,New York,27.8,92,4.2,Snowy
2016-12-28,Los Angeles,-8.9,16,19.5,Thunderstorm
2016-12-28,Chicago,14.5,14,6.2,Snowy
2016-12-28,Houston,13.7,10,1.4,Snowy
2016-12-28,Phoenix,-7.2,15,1.0,Thunderstorm
2016-12-28,Philadelphia,24.4,91,17.5,Foggy
2016-12-28,San Antonio,22.3,68,25.1,Thunderstorm
2016-12-28,San Diego,15.4,10,23.3,Cloudy
2016-12-28,Dallas,34.8,64,12.3,Rainy
2016-12-28,San Jose,12.7,45,1.9,Snowy
2017-01-01,New York,0.6,80,9.4,Cloudy
